cnpj;saude_tributaria
17072856000256;CINZA
17083266000148;CINZA
17104634000197;CINZA
17106870000142;CINZA
17184037007041;CINZA
17208669000176;CINZA
17245234000100;VERDE
17314329000120;CINZA
17315481000127;VERDE
17409560000105;CINZA
17418624000126;CINZA
17456279000115;CINZA
17458607000112;CINZA
17542303000139;CINZA
17624225000111;CINZA
17691911000105;CINZA
17701207000196;CINZA
17701877000102;CINZA
17711983000177;VERDE
17721660000164;CINZA
17774596000180;CINZA
17795525000163;CINZA
17818000000104;CINZA
17897107000187;CINZA
17936651000190;CINZA
17940402000179;CINZA
17950909000103;CINZA
17976266000177;CINZA
18002297000190;CINZA
18044914000110;CINZA
18064699000119;CINZA
18067245000100;CINZA
18175572000177;CINZA
18231155000102;CINZA
18244234000140;CINZA
18325268000169;CINZA
18630700000125;CINZA
18664033000100;CINZA
18694633000102;CINZA
18701111000190;CINZA
18791896000130;CINZA
18810848000141;CINZA
18845143000160;CINZA
18847860000120;CINZA
18866823000160;CINZA
18917684000156;CINZA
18955488000176;CINZA
19009318000161;CINZA
19112464000118;CINZA
19140729000191;CINZA
19206052000147;CINZA
19207017000142;CINZA
19227356000190;CINZA
19259028000176;VERMELHO
19291425000125;CINZA
19385674000180;CINZA
19412994000181;CINZA
19422937000183;CINZA
19457042000184;CINZA
19464280000117;CINZA
19483564000150;CINZA
19532137000115;CINZA
19610289000199;CINZA
19700290000104;CINZA
19707522000156;CINZA
19712592000100;CINZA
19742667000198;CINZA
19792677000138;CINZA
19826201000170;VERDE
19878781000220;CINZA
19905875000160;CINZA
19978793000146;VERDE
20017310000126;VERDE
20114752000190;CINZA
20139885000111;CINZA
20169282000162;CINZA
20181703000170;CINZA
20191230000192;CINZA
20207382000136;CINZA
20260373000109;CINZA
20327289000246;VERDE
20335153000288;""
20409977000174;CINZA
20449887000107;CINZA
20518655000163;CINZA
20617539000100;CINZA
20640401000113;VERMELHO
20694066000136;CINZA
20764639000150;CINZA
20806206000110;CINZA
20869662000100;CINZA
20893640000185;VERDE
20934042000107;CINZA
20952326000126;CINZA
20995226000187;CINZA
20998884000122;CINZA
21019307000104;CINZA
21020240000128;CINZA
21046128000166;CINZA
21046501000189;CINZA
21071835000102;CINZA
21074135000171;CINZA
21082291000184;CINZA
21121755000114;CINZA
21121913000136;CINZA
21195421000195;CINZA
21338232000124;CINZA
21438193000137;CINZA
21461494000181;CINZA
21508542000140;VERDE
21509951000160;CINZA
21587264000163;CINZA
21604730000171;CINZA
21612920000130;CINZA
21745500000122;CINZA
21796522000111;VERDE
21803014000113;VERMELHO
21902407000184;CINZA
21914664000136;CINZA
21941303000189;CINZA
22019942000154;CINZA
22068537000126;VERDE
22166206000129;CINZA
22196266000194;CINZA
22208911000141;CINZA
22266175000188;VERDE
22289470000150;CINZA
22366704000115;CINZA
22377846000188;CINZA
22383308000104;CINZA
22389911000195;CINZA
22414245000106;VERDE
22462273000190;CINZA
22535749000176;VERDE
22539432000108;CINZA
22574470000100;CINZA
22711761000194;CINZA
22776521000178;CINZA
22810741000170;CINZA
22864910000155;CINZA
22903927000174;CINZA
22934920000110;VERDE
22939718000180;CINZA
22956549000197;CINZA
22960787000176;CINZA
22961745000150;CINZA
22971472000124;CINZA
23002782000101;CINZA
23018111000120;VERDE
23274194004700;CINZA
23287414000149;CINZA
23312684000162;CINZA
23330636000105;CINZA
23362680000199;CINZA
23384013000107;CINZA
23686721000100;VERDE
23687475000101;CINZA
23875402000135;CINZA
23878406000177;CINZA
23888047000139;CINZA
23929485000106;CINZA
23985661000119;CINZA
24000961000164;CINZA
24058114000150;CINZA
24081875000123;CINZA
24097712000139;CINZA
24113453000192;VERMELHO
24115704000178;CINZA
24135723000166;CINZA
24255653000180;CINZA
24322324000104;CINZA
24365928000138;CINZA
24460711000107;CINZA
24482829000136;CINZA
24524664000118;CINZA
24572483000167;CINZA
24733512000125;VERDE
24740264000140;CINZA
24817350000103;CINZA
24844719000177;CINZA
24854456000187;CINZA
24913383000157;CINZA
24930996000100;CINZA
24986294000130;CINZA
25002242000145;CINZA
25011857000138;CINZA
25017818000148;VERDE
25061133000107;CINZA
25094448000142;CINZA
25095018000145;CINZA
25114622000171;CINZA
25139394000194;CINZA
25188607000178;VERDE
25211228000151;VERDE
25312962000107;VERMELHO
25313860000106;CINZA
25362050000220;CINZA
25385349000110;CINZA
25532295000178;AMARELA
25730595000161;CINZA
25814567000122;CINZA
25989174000150;CINZA
25997951000108;CINZA
26069491000110;CINZA
26136676000109;CINZA
26137252000150;CINZA
26164042000151;CINZA
26200007000140;CINZA
26202956000160;CINZA
26309686000190;CINZA
26336858000115;VERMELHO
26467114000130;CINZA
26482765000107;CINZA
26509632000179;CINZA
26543417000194;CINZA
26564806000104;CINZA
26582826000108;CINZA
26610361000143;CINZA
26787615000101;CINZA
26812505000144;CINZA
26812591000195;CINZA
26824215000110;CINZA
26887168000154;CINZA
26927168000130;CINZA
26937841000113;CINZA
26953588000191;VERDE
26954993000124;CINZA
26958236000129;CINZA
27002604000123;CINZA
27005489000140;CINZA
27025648000179;CINZA
27162963000148;CINZA
27186195000162;CINZA
27200499000137;VERDE
27249935000162;CINZA
27294914000169;CINZA
27321420000126;CINZA
27332175000152;CINZA
27349017000105;CINZA
27382627000100;CINZA
27387969000113;CINZA
27439749000196;CINZA
27473285000134;CINZA
27481796000106;CINZA
27505747000158;CINZA
27509072000115;CINZA
27534195000106;CINZA
27534482000116;CINZA
27577557000146;CINZA
27582326000120;CINZA
27589778000134;CINZA
27722949000151;CINZA
27780185000150;CINZA
27818674000154;CINZA
27860660000107;CINZA
27863556000168;CINZA
27871977000130;CINZA
27882126000193;CINZA
27917172000180;CINZA
27969896000178;CINZA
27991259000106;CINZA
27997265000162;CINZA
28031137000122;CINZA
28037904000100;VERMELHO
28060886000188;CINZA
28061326000148;CINZA
28075846000100;CINZA
28087680000141;CINZA
28147505000100;CINZA
28196362000119;CINZA
28257543000108;CINZA
28269343000175;CINZA
28283056000110;CINZA
28324731000101;CINZA
28360844000162;CINZA
28395369000160;CINZA
28395459000150;CINZA
28437271000128;CINZA
28492061000132;CINZA
28514674000123;CINZA
28701320000198;CINZA
28784243000187;CINZA
28787516000147;CINZA
28819303000150;CINZA
28844930000140;CINZA
28857729000106;CINZA
28918038000167;CINZA
28938749000101;CINZA
28949096000158;CINZA
28949477000137;VERMELHO
28951789000185;CINZA
28961952000190;CINZA
28969192000168;CINZA
29066138000680;""
29106327000124;CINZA
29168487000106;CINZA
29184028000108;CINZA
29221275000137;CINZA
29258059000166;CINZA
29269284000106;CINZA
29274422000137;CINZA
29332497000127;CINZA
29364341000128;CINZA
29401109000112;CINZA
29423531000250;""
29432078000167;CINZA
29437618000103;CINZA
29463176000161;CINZA
29525240000191;CINZA
29539252000175;CINZA
29562781000190;CINZA
29569816000112;CINZA
29573991000183;CINZA
29602990000110;CINZA
29622566000137;CINZA
29631719000102;CINZA
29632393000138;CINZA
29681125000106;CINZA
29707868000108;CINZA
29734440000154;CINZA
29743573000197;CINZA
29744778460600;CINZA
29744778623402;CINZA
29798908000174;CINZA
29868491000179;CINZA
29894630000139;VERDE
29984924000151;CINZA
30024025000277;""
30051511000101;CINZA
30067658000181;CINZA
30148796000195;CINZA
30164204000129;CINZA
30182740000157;CINZA
30199893000107;CINZA
30219864000160;CINZA
30243537000143;CINZA
30275442000101;CINZA
30443836000121;CINZA
30447785000106;CINZA
30450917000159;CINZA
30488211000186;CINZA
30555263000128;CINZA
30571892000141;CINZA
30606755000103;CINZA
30623368000177;CINZA
30635886000100;CINZA
30671115000179;CINZA
30685458000192;CINZA
30744658000179;CINZA
30788033000109;CINZA
30847993000100;CINZA
30851715000119;CINZA
30873028000102;CINZA
30910997000188;CINZA
30923644000112;CINZA
30930074000198;CINZA
30931724000110;CINZA
30959124000160;CINZA
30962339000130;CINZA
30994167000186;CINZA
30998254004107;""
31038721000386;CINZA
31107231000122;CINZA
31152670000157;CINZA
31170167000124;CINZA
31247456000184;CINZA
31263429000103;CINZA
31273246000160;CINZA
31276949000142;CINZA
31291568000132;CINZA
31346647000101;CINZA
31348777000175;CINZA
31402505000106;CINZA
31480360000161;CINZA
31532999000143;CINZA
31577923000134;CINZA
31613397000110;CINZA
31615234000177;CINZA
31688272000150;CINZA
31722094000136;CINZA
31747756000122;CINZA
31755112000186;CINZA
31788823000157;CINZA
31803183000107;CINZA
31812759000100;CINZA
31820044000191;CINZA
31841139000191;CINZA
31878667000115;CINZA
31983817000150;CINZA
31986544000106;CINZA
32016383000182;CINZA
32032150000173;CINZA
32070105000103;CINZA
32123829000178;CINZA
32132652000176;CINZA
32135500000208;""
32135602000142;CINZA
32139359000130;CINZA
32145961000180;CINZA
32186039000131;CINZA
32209746000104;CINZA
32218499000102;CINZA
32279065000104;CINZA
32323034000103;CINZA
32344220000129;CINZA
32448445000125;CINZA
32454202000108;CINZA
32463902000150;CINZA
32465133000120;CINZA
32503008000167;CINZA
32503892000130;CINZA
32541251000170;CINZA
32573067000101;CINZA
32606118000154;CINZA
32662501000120;CINZA
32690963000150;CINZA
32705997000171;CINZA
32733863000164;CINZA
32750537000165;CINZA
32761599000172;CINZA
32762394000101;CINZA
32772598000123;CINZA
32798686000102;CINZA
32801183000130;CINZA
32804994000195;CINZA
32855400000175;CINZA
32867151000138;CINZA
32889261000109;CINZA
32891474000167;CINZA
32897646000100;CINZA
32901886000130;CINZA
32910786000170;CINZA
32999563000121;CINZA
33000167000101;VERDE
33006296000107;CINZA
33008943000110;CINZA
33018068000157;CINZA
33021960000197;CINZA
33027374000150;CINZA
33040606000100;CINZA
33067052000134;CINZA
33075842000161;CINZA
33084675000115;CINZA
33200983000169;CINZA
33226757000157;CINZA
33228024000151;CINZA
33234561000104;CINZA
33243613000109;CINZA
33294295000105;CINZA
33326241000184;CINZA
33336228000106;CINZA
33368274000197;CINZA
33383322000116;CINZA
33384625000153;CINZA
33410508000117;CINZA
33474971000122;CINZA
33484616000134;CINZA
33505733000137;CINZA
33514334000132;CINZA
33532812000137;CINZA
33546455000166;CINZA
33551403000188;CINZA
33585598000187;CINZA
33602910000101;CINZA
33614887000167;CINZA
33626734000130;CINZA
33645424000162;CINZA
33710691000176;CINZA
33721402000134;CINZA
33726644000110;CINZA
33758974000198;CINZA
33780359000188;CINZA
33838495000181;CINZA
33845243000180;CINZA
33855639000108;CINZA
33884488000116;CINZA
33888032000205;""
33890731000109;CINZA
33938119000169;VERDE
33938654000110;CINZA
34003748000160;CINZA
34006051000142;CINZA
34123567000177;CINZA
34126735000188;CINZA
34148240000150;CINZA
34169279000153;CINZA
34179779000176;CINZA
34186360000141;CINZA
34196502000151;CINZA
34218041000170;CINZA
34235310000107;CINZA
34268257000140;CINZA
34269089000108;CINZA
34272860000104;CINZA
34277154000147;CINZA
34286026000160;CINZA
34317507000195;CINZA
34363729000144;CINZA
34405764000189;CINZA
34423092000134;CINZA
34433796000198;CINZA
34537881000104;CINZA
34556187000126;CINZA
34574064000118;CINZA
34642781000130;CINZA
34670777000185;CINZA
34679262000146;CINZA
34689880000177;CINZA
34695428000118;CINZA
34703582000194;CINZA
34744172000191;CINZA
34761267000113;CINZA
34812091000181;CINZA
34835345000187;CINZA
34843706000307;CINZA
34867661000130;CINZA
34935289000152;CINZA
34957121000148;CINZA
34991746000126;CINZA
34998290000126;CINZA
35124359000155;CINZA
35132115000114;CINZA
35145224000176;CINZA
35161477000133;CINZA
35178654000194;CINZA
35203143000185;CINZA
35242678000165;CINZA
35248928000174;CINZA
35270789000185;CINZA
35273199000106;CINZA
35347071000140;CINZA
35373668000169;CINZA
35392640000179;CINZA
35403056000171;CINZA
35435597000181;CINZA
35436905000193;CINZA
35557713000135;CINZA
35558419000148;CINZA
35569709000197;CINZA
35575829000105;CINZA
35622558000193;CINZA
35653749000112;CINZA
35687988000193;CINZA
35729475000106;CINZA
35730722000186;CINZA
35774664000192;CINZA
35779072000163;CINZA
35792297000150;CINZA
35844120000150;CINZA
35861882000164;CINZA
35879251000172;CINZA
35943733000144;CINZA
35966024000184;CINZA
35967933000137;CINZA
35976507000160;CINZA
36002585000126;CINZA
36020488000166;CINZA
36029138000160;CINZA
36053418000104;CINZA
36084583000123;CINZA
36106210000106;CINZA
36169430000189;CINZA
36174981000130;CINZA
36177324000147;CINZA
36197046000190;CINZA
36212019000149;CINZA
36240181000170;CINZA
36284442000154;CINZA
36307120000183;CINZA
36346694000160;CINZA
36348724000178;CINZA
36354242000120;CINZA
36366031000108;CINZA
36380259000152;CINZA
36380299000102;CINZA
36429730000150;CINZA
36453569000150;CINZA
36494504000152;CINZA
36512478000148;CINZA
36544001000144;CINZA
36568098000125;CINZA
36575577000179;CINZA
36576934000113;CINZA
36590063000192;CINZA
36598262000147;CINZA
36605975000190;CINZA
36624650000155;CINZA
36628663000100;CINZA
36635372000131;CINZA
36636842000181;CINZA
36641430000130;CINZA
36645498000197;CINZA
36657687000180;CINZA
36662811000103;CINZA
36670973000185;CINZA
36678975000110;CINZA
36705235000126;CINZA
36707233000176;CINZA
36707508000171;CINZA
36724941000115;CINZA
36737366000195;CINZA
36746017000130;CINZA
36795233000175;CINZA
36802925000101;CINZA
36808835000110;CINZA
36859115000183;CINZA
36863573000196;CINZA
36875057000181;CINZA
36888479000191;CINZA
36895696000109;CINZA
36913686000159;CINZA
36913731000175;CINZA
36940022000189;CINZA
36940761000170;CINZA
36988468000264;""
37016253000163;""
37020267000746;""
37067275000152;""
37084320000187;""
37137870000117;""
37148532000180;""
37165968000188;""
37172002000178;""
37180433000186;""
37180649000141;""
37197901000125;""
37208203000188;""
37267298000100;""
37267315000100;""
37296289000148;""
37302531000149;""
37304202000137;""
37312272000137;""
37317551000193;""
37341360000167;""
37343722000159;""
37368002000148;""
37427579000183;""
37442611000108;""
37452766000117;""
37456333000130;""
37467113000101;""
37473559000149;""
37506077000148;""
37520005000155;""
37574869000150;""
37597555000172;""
37624938000192;""
37637579000108;""
37699919000125;""
37702652000188;""
37708426000104;""
37708496000162;""
37749620000138;""
37771838000199;""
37775037000100;""
37780482000150;""
37831817000111;""
37832106000161;""
37864678000122;""
37866879000169;""
37870262000117;""
37893312000181;""
37893645000100;""
37899819000142;""
37912737000190;""
37946143000109;""
37984598000100;CINZA
38012482000172;""
38020306000182;""
38029630000161;""
38034395000116;""
38038892000192;""
38082240000155;""
38099740000108;""
38108572000161;""
38143553000176;""
38154853000150;""
38215113000187;""
38221086000155;""
38224657000105;""
38267836000120;""
38273789000127;""
38362813000102;""
38390593000112;""
38448804000120;""
38462229000110;""
38481801000199;""
38504183000155;""
38593959000150;""
38657255000102;""
38715633000159;""
38924434000150;""
39077301000159;""
39141913000163;""
39248651000130;""
39265532000196;""
39265844000108;""
39268341000188;""
39285808000289;""
39305173000153;""
39385753000106;""
39402368000111;""
39440671000109;""
39452627000119;""
39464735000101;""
39470506000108;""
39478147000127;""
39523215000122;""
39537598000198;""
39617127000190;""
39623235000175;""
39633108000157;""
39653866000137;""
39659746000147;""
39666865000127;""
39698834000158;""
39700978000100;""
39745571000190;""
39770881000165;""
39804887000106;""
39813102000161;""
39816592000150;""
39821544000150;""
39888033000155;""
39932663000180;""
39966779000130;""
39970362000140;""
39990698000175;""
40023234000179;""
40025693000191;""
40047872000120;""
40047945000183;""
40089273000179;""
40128677000124;""
40132758000106;""
40212559000108;""
40226416000147;""
40247331000145;""
40254101000103;""
40257949000196;""
40307347000104;""
40322437000166;""
40337136000106;""
40341761000121;""
40349750000198;""
40350500000178;""
40350591000141;""
40353433000145;""
40451697000131;""
40465281000172;""
40472429000104;""
40473948000189;""
40500296000124;""
40564500000170;""
40600963000140;""
40616858000108;""
40624486000153;""
40636696000161;""
40685254000105;""
40696719000123;""
40725229000108;""
40733755000110;""
40744744000135;""
40777828000175;""
40874481000189;""
40877372000115;""
40910889000169;""
40952796000105;""
40955244000142;""
40961439000103;""
40963784000178;""
40983276000151;""
41048528000118;""
41060337000171;""
41114536000115;""
41135440000133;""
41149208000154;""
41173390000189;""
41179620000117;""
41204514000146;""
41239596000164;""
41257454000120;""
41299938000131;""
41300826000153;""
41302646000100;""
41312046000123;""
41351287000181;""
41373967000104;""
41379554000129;""
41381627000117;""
41439683000165;""
41461682000117;CINZA
41489223000141;""
41520071000100;""
41537569000178;""
41572643000197;""
41616391000150;""
41621827000108;""
41629927000172;""
41649931000100;""
41669041000152;""
41686176000126;""
41697447000149;""
41744411000179;""
41756063000150;""
41762810000162;""
41808827000103;""
41817541000194;""
41825496000110;""
41841885000139;""
41854227000181;""
41865881000190;""
41887918000181;""
41913417000122;""
41971402000110;""
41983388000175;CINZA
41988375000199;""
42009143000104;""
42048518000145;""
42087374000136;""
42092313000167;""
42102128000106;""
42144169000165;""
42189938000141;""
